longitude,latitude,total_rooms,total_bedrooms,population,households,median_income,housing_median_age_medium,housing_median_age_new,housing_median_age_old,housing_median_age_very new,housing_median_age_very old,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value
-1.3483465579516167,1.033052718128733,-0.953612129276774,-0.9703806289112961,-0.955679191551907,-0.9800978844869628,-0.7674775889413004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,107500.0
-1.4380889571144064,0.9582768166488354,-0.2967543209910039,-0.35417972489762517,0.128956331447468,-0.22032069596070838,0.10764888888724299,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,266700.0
0.7306856893197639,-0.8737327696086118,2.933098990469412,3.0843153959725536,1.6405594888973904,3.122698933554811,0.663884384619288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,367300.0
1.2491973289270175,-1.1821833632131842,-0.2640928830099435,-0.14721148232814793,-0.08710995130875669,-0.186838989347687,-0.409142085039729,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,139900.0
-0.8547633625562557,1.3788912624732523,-0.08037229436647882,-0.15426721787028919,-0.06989351443575074,-0.050336647002292144,-0.1148453094055753,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95600.0
-1.458031712483919,0.8741539274839526,-0.8565350774997333,-0.9374538630479702,-0.9229679614931956,-0.9672203050204161,2.271678525725422,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,371800.0
-0.8697204290833814,1.4162792132131996,0.37099063328845294,0.40078397811149075,0.15305934306967633,0.5265789130989993,-0.3848084104255028,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,91600.0
0.6110291571027086,-0.8363448188686646,-0.3933777416849742,-0.575259438551385,-0.4400469072053787,-0.5422601826243755,0.5853079792268828,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,354200.0
-1.3483465579516167,1.042399705813718,-0.3902023241034822,-0.21071310220741934,-0.5355981318505617,-0.17653692577444965,-0.5258082466269935,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,212000.0
0.8403708438520663,-0.8971002388210813,-0.15068511224237272,0.0056627877515796,0.9174691402311406,0.0063247026505132645,-0.11197945907627668,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,183500.0
-0.20163812420481395,1.5424635469605221,-0.48682574479745255,-0.558796055619722,-0.9367411109916004,-0.9079834394743013,0.08597263912382051,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,99300.0
-1.2984896695278454,0.9909912735462899,-0.48183580288367944,-0.4176813447768966,-0.4254129358633236,-0.46241918993178605,-0.8258888292893679,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,107000.0
-0.48582238822032286,0.6217852599893042,-0.3951922660172553,-0.45060811064022255,-0.2954288374721287,-0.454692642251858,-0.8061926215716432,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,74400.0
0.8204280884825536,-0.7101604851213421,-1.0629372202967122,-1.1020876923645997,-0.9995811055780721,-1.080543004326027,-0.17622661282218877,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,134400.0
1.129540796709955,-0.7802628927587439,0.35511354538099305,0.3655053004007844,0.06439469317369569,0.40295415022015113,-0.2017066275681345,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,140300.0
0.5711436463636831,-0.6166906082714709,0.008993028998366973,-0.04843118473817014,0.4483212354417284,0.08359017944979337,0.1856521242137884,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,157400.0
-1.3533322467939966,1.248033434883434,1.0387355875679098,1.1040056204782374,1.1438652851111688,1.2837805857319444,-0.5962039519884916,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,162900.0
-0.5905218539102525,0.9068683843814072,-0.5634893978363303,-0.6387610584306564,-0.5777784021894263,-0.6349787547835116,-0.13474994260179451,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,178600.0
0.8503422215368192,-0.8690592757661192,0.07975947795733115,0.07386823132561188,-0.0802233765595543,0.24842319662159093,0.43982699523776136,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,173500.0
-1.3633036244787495,0.8975213966964221,-0.5834491654914229,-0.4835348765035485,-0.6251236035901927,-0.5216560554779008,-0.2900790304497784,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,292900.0
-0.01218194819446758,0.4301720124470726,-0.8615250194135065,-0.8645445957791771,-0.594134017218782,-0.8075383196352371,-1.2688971838293068,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54400.0
0.9650130649115015,-0.7335279543338084,-0.4505352581518299,-0.3847545789135707,-0.13617679639682365,-0.37227613366595924,-0.6176717762734193,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,108300.0
1.2591687066117705,-1.4298785368653397,-0.20512084221080668,-0.38945840260833153,0.11260071641811234,-0.33621891115962854,0.7453787467106151,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,132700.0
0.8204280884825536,-0.831671325026172,-0.4582469865640247,-0.32360487088167966,-0.1818003541102894,-0.33621891115962854,-0.277677714479359,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,186600.0
